date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:27:56	35774/35774	---M-Z	200	added ('OK')	application/rss+xml	etag:%222bcce1c42e9dbe11fb5f33d4567b6995-gzip%22	https://jobify-demos.astoundify.com/classic/job-region/sacramento/feed/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/sacramento/feed/index.html	(from https://jobify-demos.astoundify.com/classic/job-region/sacramento/)
15:27:57	3451/3451	---M--	200	added ('OK')	image/jpeg	etag:%22d7b-5311391ed43f6%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-aol-150x150.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2014/03/company-logo-aol-150x150.jpg	(from https://jobify-demos.astoundify.com/classic/job-region/santa-rosa/)
15:27:57	35702/35702	---M-Z	200	added ('OK')	application/rss+xml	etag:%222bcce1c42e9dbe11fb5f33d4567b6995-gzip%22	https://jobify-demos.astoundify.com/classic/job-region/santa-rosa/feed/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job-region/santa-rosa/feed/index.html	(from https://jobify-demos.astoundify.com/classic/job-region/santa-rosa/)
15:27:57	69816/69816	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:53%20GMT	https://jobify-demos.astoundify.com/classic/job/web-designer-developer/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/web-designer-developer/index.html	(from https://jobify-demos.astoundify.com/classic/job-region/sacramento/)
15:27:57	209/209	---MCZ	200	added ('OK')	text/css	etag:W/%22d1-5575c2be43e9f-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/css/job-submission.css?ver=1.28.0	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/css/job-submissionab45.css	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:27:57	69626/69626	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:54%20GMT	https://jobify-demos.astoundify.com/classic/job/ux-designer/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/job/ux-designer/index.html	(from https://jobify-demos.astoundify.com/classic/job-region/santa-rosa/)
15:27:58	2284/2284	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:57:54%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fpost-a-job%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embeda91e.json	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:27:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:57:55%20GMT	https://jobify-demos.astoundify.com/classic/?p=14	E:/spec/jobiify/jobify-demos.astoundify.com/classic/index0b69.html	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:27:58	2377/2377	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:57:55%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fpost-a-job%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedf6cf	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:27:59	46364/46364	---MCZ	200	added ('OK')	text/css	etag:W/%22b51c-55cdbb2bedf80-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/css/dashicons.min.css?ver=4.8.3	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/css/dashicons.min7bcd.css	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:27:59	43207/43207	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:56%20GMT	https://jobify-demos.astoundify.com/classic/account/?redirect_to=https://jobify-demos.astoundify.com/classic/post-a-job/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/account/index27ca.html	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:28:00	28102/28102	---MCZ	200	added ('OK')	text/css	etag:W/%226dc6-55cdbb2bedf80-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/css/editor.min.css?ver=4.8.3	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/css/editor.min7bcd.css	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:28:00	172/172	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ac-5575c2be44e3f-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/js/job-submission.min.js?ver=1.28.0	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/js/job-submission.minab45.js	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:28:00	105/105	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269-5575c2be44e3f-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/js/term-multiselect.min.js?ver=1.28.0	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/plugins/wp-job-manager/assets/js/term-multiselect.minab45.js	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:28:01	1/1	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:57:58%20GMT	https://jobify-demos.astoundify.com/classic/wp-admin/admin-ajax.php	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-admin/admin-ajax.html	(from https://jobify-demos.astoundify.com/classic/post-a-job/)
15:28:02	2269/2269	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:57:58%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fpricing%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed6414.json	(from https://jobify-demos.astoundify.com/classic/pricing/)
15:28:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:57:58%20GMT	https://jobify-demos.astoundify.com/classic/?p=99991283	E:/spec/jobiify/jobify-demos.astoundify.com/classic/index8287.html	(from https://jobify-demos.astoundify.com/classic/pricing/)
15:28:02	2362/2362	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:57:59%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fpricing%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedfb93	(from https://jobify-demos.astoundify.com/classic/pricing/)
15:28:03	2279/2279	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:57:59%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fcompanies%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embede3d3.json	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:58:00%20GMT	https://jobify-demos.astoundify.com/classic/?p=2064	E:/spec/jobiify/jobify-demos.astoundify.com/classic/indexb415.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:03	2372/2372	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:58:00%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fcompanies%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedbfeb	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:05	7994/7994	---MCZ	200	added ('OK')	application/javascript	etag:W/%221f3a-55cdbb2bedf80-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/imagesloaded.min.js?ver=3.2.0	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/imagesloaded.min55a0.js	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:06	41375/41375	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:01%20GMT	https://jobify-demos.astoundify.com/classic/company/AdRoll/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/AdRoll/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:06	41138/41138	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:01%20GMT	https://jobify-demos.astoundify.com/classic/company/Aol./	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Aol/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:06	41206/41206	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:01%20GMT	https://jobify-demos.astoundify.com/classic/company/Behance/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Behance/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:07	40928/40928	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:03%20GMT	https://jobify-demos.astoundify.com/classic/company/Deploy/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Deploy/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:07	41117/41117	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:04%20GMT	https://jobify-demos.astoundify.com/classic/company/CodePen/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/CodePen/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:09	28954/28954	---MCZ	200	added ('OK')	application/javascript	etag:W/%22711a-55cdbb2bedf80-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/masonry.min.js?ver=3.3.2	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/masonry.mind617.js	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:09	41226/41226	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:04%20GMT	https://jobify-demos.astoundify.com/classic/company/Desk/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Desk/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:09	41772/41772	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:04%20GMT	https://jobify-demos.astoundify.com/classic/company/Disney/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Disney/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:09	42038/42038	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:04%20GMT	https://jobify-demos.astoundify.com/classic/company/Disqus/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Disqus/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:10	41399/41399	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:06%20GMT	https://jobify-demos.astoundify.com/classic/company/Dolby%20Laboratories/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Dolby%20Laboratories/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:10	42156/42156	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:07%20GMT	https://jobify-demos.astoundify.com/classic/company/Dribbble/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Dribbble/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:11	1819/1819	---MCZ	200	added ('OK')	application/javascript	etag:W/%2271b-55cdbb2bedf80-gzip%22	https://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2b	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-includes/js/jquery/jquery.masonry.minef70.js	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:15	41697/41697	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:07%20GMT	https://jobify-demos.astoundify.com/classic/company/docker/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/docker/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:41	41252/41252	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:07%20GMT	https://jobify-demos.astoundify.com/classic/company/Fitbit/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Fitbit/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:41	41096/41096	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:07%20GMT	https://jobify-demos.astoundify.com/classic/company/FOURSQUARE/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/FOURSQUARE/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:44	40992/40992	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:10%20GMT	https://jobify-demos.astoundify.com/classic/company/Friendster/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Friendster/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:44	41222/41222	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:12%20GMT	https://jobify-demos.astoundify.com/classic/company/Instagram/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Instagram/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:44	41259/41259	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:39%20GMT	https://jobify-demos.astoundify.com/classic/company/OkCupid/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/OkCupid/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:44	41082/41082	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:40%20GMT	https://jobify-demos.astoundify.com/classic/company/Optimizely/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Optimizely/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:45	41206/41206	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:42%20GMT	https://jobify-demos.astoundify.com/classic/company/Pinterest/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Pinterest/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:45	41034/41034	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:42%20GMT	https://jobify-demos.astoundify.com/classic/company/PayPal/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/PayPal/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:45	41033/41033	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:42%20GMT	https://jobify-demos.astoundify.com/classic/company/Shopify/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Shopify/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:47	2295/2295	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:58:42%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Ffrequently-asked-questions%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedbd1b.json	(from https://jobify-demos.astoundify.com/classic/frequently-asked-questions/)
15:28:47	41081/41081	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:43%20GMT	https://jobify-demos.astoundify.com/classic/company/Squarespace/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Squarespace/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:47	41202/41202	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:43%20GMT	https://jobify-demos.astoundify.com/classic/company/Starbucks/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/company/Starbucks/index.html	(from https://jobify-demos.astoundify.com/classic/companies/)
15:28:47	7282/7282	---M-Z	200	added ('OK')	application/rss+xml	etag:%222bcce1c42e9dbe11fb5f33d4567b6995-gzip%22	https://jobify-demos.astoundify.com/classic/testimonials/feed/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/testimonials/feed/index.html	(from https://jobify-demos.astoundify.com/classic/testimonials/)
15:28:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:58:44%20GMT	https://jobify-demos.astoundify.com/classic/?p=1948	E:/spec/jobiify/jobify-demos.astoundify.com/classic/index0c06.html	(from https://jobify-demos.astoundify.com/classic/frequently-asked-questions/)
15:28:48	2388/2388	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:58:45%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Ffrequently-asked-questions%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed4aa3	(from https://jobify-demos.astoundify.com/classic/frequently-asked-questions/)
15:28:49	2289/2289	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:58:45%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fmanage-jobs%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed29ae.json	(from https://jobify-demos.astoundify.com/classic/manage-jobs/)
15:28:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:58:45%20GMT	https://jobify-demos.astoundify.com/classic/?p=1931	E:/spec/jobiify/jobify-demos.astoundify.com/classic/indexc3c8.html	(from https://jobify-demos.astoundify.com/classic/manage-jobs/)
15:28:49	2382/2382	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:58:46%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fmanage-jobs%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedee12	(from https://jobify-demos.astoundify.com/classic/manage-jobs/)
15:28:50	7989/7989	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:46%20GMT	https://jobify-demos.astoundify.com/classic/wp-login.php?redirect_to=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fmanage-jobs%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-login0b17.html	(from https://jobify-demos.astoundify.com/classic/manage-jobs/)
15:28:50	2304/2304	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:58:47%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fprivacy-policy%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed5ce7.json	(from https://jobify-demos.astoundify.com/classic/privacy-policy/)
15:28:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:58:47%20GMT	https://jobify-demos.astoundify.com/classic/?p=1762	E:/spec/jobiify/jobify-demos.astoundify.com/classic/indexd108.html	(from https://jobify-demos.astoundify.com/classic/privacy-policy/)
15:28:51	2397/2397	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:58:48%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fprivacy-policy%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed6bdc	(from https://jobify-demos.astoundify.com/classic/privacy-policy/)
15:28:52	2334/2334	---MCZ	200	added ('OK')	application/json	date:Thu,%2023%20Nov%202017%2009:58:48%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fterms-and-conditions%2F	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embedaa46.json	(from https://jobify-demos.astoundify.com/classic/terms-and-conditions/)
15:28:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Nov%202017%2009:58:48%20GMT	https://jobify-demos.astoundify.com/classic/?p=1760	E:/spec/jobiify/jobify-demos.astoundify.com/classic/indexfa5e.html	(from https://jobify-demos.astoundify.com/classic/terms-and-conditions/)
15:28:52	2427/2427	---M-Z	200	added ('OK')	text/xml	date:Thu,%2023%20Nov%202017%2009:58:49%20GMT	https://jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fjobify-demos.astoundify.com%2Fclassic%2Fterms-and-conditions%2F&format=xml	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-json/oembed/1.0/embed312e	(from https://jobify-demos.astoundify.com/classic/terms-and-conditions/)
15:28:53	7986/7986	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:50%20GMT	https://jobify-demos.astoundify.com/classic/wp-login.php	E:/spec/jobiify/jobify-demos.astoundify.com/classic/wp-login.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:33	57976/57976	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:50%20GMT	https://jobify-demos.astoundify.com/classic/author/adam/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/author/adam/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:33	58771/58771	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:51%20GMT	https://jobify-demos.astoundify.com/classic/2016/01/02/canada-adds-12500-jobs-in-modest-july-rebound/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/01/02/canada-adds-12500-jobs-in-modest-july-rebound/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:35	26540/26540	---M--	200	added ('OK')	image/jpeg	etag:%2267ac-531536bebaa87%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Coffee-300x300.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Coffee-300x300.jpg	(from https://jobify-demos.astoundify.com/classic/shop/)
15:29:35	59317/59317	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:50%20GMT	https://jobify-demos.astoundify.com/classic/2016/01/06/canada-adds-12500-jobs-in-modest-july-rebound-which-is-a-good-sign/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/01/06/canada-adds-12500-jobs-in-modest-july-rebound-which-is-a-good-sign/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:36	59337/59337	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:58:50%20GMT	https://jobify-demos.astoundify.com/classic/2016/01/01/fitness-industry-leading-the-charge-on-hiring-in-the-uk-and-ireland/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/01/01/fitness-industry-leading-the-charge-on-hiring-in-the-uk-and-ireland/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:37	12003/12003	---M--	200	added ('OK')	image/jpeg	etag:%222ee3-531536bd8ce7d%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Bottle-300x300.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Bottle-300x300.jpg	(from https://jobify-demos.astoundify.com/classic/shop/)
15:29:38	46595/46595	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:59:33%20GMT	https://jobify-demos.astoundify.com/classic/2016/03/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/03/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:38	44402/44402	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:59:34%20GMT	https://jobify-demos.astoundify.com/classic/2016/02/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/02/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:39	15455/15455	---M--	200	added ('OK')	image/jpeg	etag:%223c5f-531534b56efb7%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Mug-300x300.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Mug-300x300.jpg	(from https://jobify-demos.astoundify.com/classic/shop/)
15:29:40	58579/58579	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:59:31%20GMT	https://jobify-demos.astoundify.com/classic/2013/07/22/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2013/07/22/middle-class-jobs-are-being-replaced-by-burger-flipping-retail-sales-low-pay-jobs/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:41	27526/27526	---M--	200	added ('OK')	image/jpeg	etag:%226b86-531532cf185c4%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Note-Book-300x300.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/Jobify-Note-Book-300x300.jpg	(from https://jobify-demos.astoundify.com/classic/shop/)
15:29:42	48710/48710	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:59:35%20GMT	https://jobify-demos.astoundify.com/classic/2016/01/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2016/01/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:42	44388/44388	---M-Z	200	added ('OK')	text/html	date:Thu,%2023%20Nov%202017%2009:59:36%20GMT	https://jobify-demos.astoundify.com/classic/2013/07/	E:/spec/jobiify/jobify-demos.astoundify.com/classic/2013/07/index.html	(from https://jobify-demos.astoundify.com/classic/blog/)
15:29:43	15473/15473	---M--	200	added ('OK')	image/jpeg	etag:%223c71-53152db3b81a5%22	http://17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/jobify-t-shirt-300x300.jpg	E:/spec/jobiify/17314-presscdn-0-16-pagely.netdna-ssl.com/classic/wp-content/uploads/sites/2/2016/04/jobify-t-shirt-300x300.jpg	(from https://jobify-demos.astoundify.com/classic/shop/)
